# cilkview format version, 1
# n workers, weighted parallelism, trials, speedup, ideal parallelism
1, 1., , , 1.
2, 0.740741, , , 1.
3, 0.681818, , , 1.
4, 0.655738, , , 1.
5, 0.641026, , , 1.
6, 0.631579, , , 1.
7, 0.625, , , 1.
8, 0.620155, , , 1.
9, 0.616438, , , 1.
10, 0.613497, , , 1.
11, 0.611111, , , 1.
12, 0.609137, , , 1.
13, 0.607477, , , 1.
14, 0.606061, , , 1.
15, 0.604839, , , 1.
16, 0.603774, , , 1.
