# cilkview format version, 1
# n workers, weighted parallelism, trials, speedup, ideal parallelism
1, 1., , , 9.30284
2, 1.690989, , , 9.30284
3, 2.19703, , , 9.30284
4, 2.583613, , , 9.30284
5, 2.888571, , , 9.30284
6, 3.135288, , , 9.30284
7, 3.338995, , , 9.30284
8, 3.510035, , , 9.30284
9, 3.655685, , , 9.30284
10, 3.781206, , , 9.30284
11, 3.890501, , , 9.30284
12, 3.986527, , , 9.30284
13, 4.071561, , , 9.30284
14, 4.147388, , , 9.30284
15, 4.215427, , , 9.30284
16, 4.276819, , , 9.30284
